data,ticker,nome,setor,industria,preco_atual,market_cap,pl,pl_forward,pvp,psr,ev_ebitda,roe,roa,margem_liquida,margem_bruta,margem_ebitda,dividend_yield,payout_ratio,divida_patrimonio,lpa,lpa_forward,beta,volume_medio
2026-08-27,IRBR3,IRBBRASIL REON      NM,Financial Services,Insurance - Reinsurance,53.4,4334413824.0,18.163265,6.1449947,0.81801474,0.8813767,0.318,0.04567,0.023,0.04892,0.43973,0.11262,2.98,0.5373,5.38,2.94,8.69,0.704,443426
2026-08-24,ISAE4,ISA ENERGIA PN      N1,Utilities,Utilities - Independent Power Producers,26.08,18403454976.0,6.0934577,8.781855,0.77545196,1.7240547,7.138,0.13186,0.06196,0.26392,0.45817003,0.43883,10.14,0.4328,78.848,4.28,2.96976,0.118,3123485
2026-08-25,ISAE4,ISA ENERGIA PN      N1,Utilities,Utilities - Independent Power Producers,26.46,18671603712.0,6.196721,8.909811,0.7867507,1.7491752,7.146,0.13186,0.06196,0.26392,0.45817003,0.43883,10.11,0.4328,78.848,4.27,2.96976,0.118,3123329
2026-08-27,ISAE4,ISA ENERGIA PN      N1,Utilities,Utilities - Independent Power Producers,26.75,18876243968.0,6.2499995,9.0074625,0.79537344,1.7683461,7.24,0.13186,0.06196,0.26392,0.45817003,0.43883,9.97,0.4328,78.848,4.28,2.96976,0.118,3114323
2026-08-24,ITSA4,ITAUSA      PN      N1,Industrials,Conglomerates,12.65,141772980224.0,7.808642,6.6578946,1.5115305,16.728376,77.817,0.18924999,0.00378,2.14289,0.26171,0.2282,0.78,0.3387,12.322,1.62,1.9,0.257,27263042
2026-08-25,ITSA4,ITAUSA      PN      N1,Industrials,Conglomerates,12.85,144014458880.0,7.932099,6.7631583,1.5354283,16.992857,78.687,0.18924999,0.00378,2.14289,0.26171,0.2282,0.77,0.3387,12.322,1.62,1.9,0.257,27389275
2026-08-27,ITSA4,ITAUSA      PN      N1,Industrials,Conglomerates,12.9,144574808064.0,7.9629626,6.7894735,1.5414027,17.058975,80.135,0.18924999,0.00378,2.14289,0.26171,0.2282,0.75,0.3387,12.322,1.62,1.9,0.257,27521984
2026-08-24,ITUB3,ITAUUNIBANCOON      N1,Financial Services,Banks - Regional,41.66,459171201024.0,9.919048,,2.1084063,3.1950347,,0.21476,0.01577,0.32584,0.0,0.0,0.53,0.7383,,4.2,,0.159,3705731
2026-08-25,ITUB3,ITAUUNIBANCOON      N1,Financial Services,Banks - Regional,42.6,469531721728.0,10.142858,,2.1559794,3.267126,,0.21476,0.01577,0.32584,0.0,0.0,0.52,0.7383,,4.2,,0.159,3722276
2026-08-27,ITUB3,ITAUUNIBANCOON      N1,Financial Services,Banks - Regional,42.6,469531721728.0,10.142858,,2.1559794,3.267126,,0.21476,0.01577,0.32584,0.0,0.0,0.51,0.7383,,4.2,,0.159,3477176
2026-08-24,ITUB4,ITAUUNIBANCOPN      N1,Financial Services,Banks - Regional,38.73,426877091840.0,9.221429,7.599601,1.9601194,2.9703238,,0.21476,0.01577,0.32584,0.0,0.0,2.31,0.7383,,4.2,5.09632,0.159,25237168
2026-08-25,ITUB4,ITAUUNIBANCOPN      N1,Financial Services,Banks - Regional,39.44,434702614528.0,9.390476,7.738917,1.9960523,3.0247757,,0.21476,0.01577,0.32584,0.0,0.0,2.3,0.7383,,4.2,5.09632,0.159,25456231
2026-08-27,ITUB4,ITAUUNIBANCOPN      N1,Financial Services,Banks - Regional,39.45,434812878848.0,9.392858,7.7408795,1.9965585,3.0255432,,0.21476,0.01577,0.32584,0.0,0.0,2.26,0.7383,,4.2,5.09632,0.159,25280032
2026-08-24,JHSF3,JHSF PART   ON      NM,Real Estate,Real Estate - Development,10.2,6760045568.0,3.2903225,5.9475217,0.96299094,1.6680177,4.678,0.29331,0.0725,0.52592,0.63238,0.50777,8.17,0.2056,86.011,3.1,1.715,0.477,3971343
2026-08-25,JHSF3,JHSF PART   ON      NM,Real Estate,Real Estate - Development,10.39,6885968384.0,3.351613,6.058309,0.980929,1.6990888,4.691,0.29331,0.0725,0.52592,0.63238,0.50777,8.14,0.2056,86.011,3.1,1.715,0.477,3965532
2026-08-27,JHSF3,JHSF PART   ON      NM,Real Estate,Real Estate - Development,10.4,6892595200.0,3.3548386,6.0641394,0.91832227,1.700724,4.756,0.29331,0.0725,0.52592,0.63238,0.50777,7.99,0.2056,86.011,3.1,1.715,0.477,3976551
2026-08-24,JSLG3,JSL         ON      NM,Industrials,Integrated Freight & Logistics,5.28,1506748032.0,,2.9497209,1.273824,0.15358554,5.148,-0.06961,0.047849998,-0.010650001,0.15461999,0.15279001,36.48,6.655,652.017,-0.37,1.79,0.359,831106
2026-08-25,JSLG3,JSL         ON      NM,Industrials,Integrated Freight & Logistics,5.51,1572382848.0,,3.0782125,1.3293124,0.16027582,5.156,-0.06961,0.047849998,-0.010650001,0.15461999,0.15279001,36.2,6.655,652.017,-0.37,1.79,0.359,838382
2026-08-27,JSLG3,JSL         ON      NM,Industrials,Integrated Freight & Logistics,5.41,1543845888.0,,3.0223463,1.305187,0.15736699,5.199,-0.06961,0.047849998,-0.010650001,0.15461999,0.15279001,34.69,6.655,652.017,-0.37,1.79,0.359,852003
2026-08-24,KEPL3,KEPLER WEBERON      NM,Industrials,Farm & Heavy Construction Machinery,6.24,1081127680.0,7.7999997,11.299844,1.3553431,0.7512385,5.703,0.18312,0.06764,0.09712,0.22678,0.12785,8.8,0.5376,42.798,0.8,0.55222,0.046,1046046
2026-08-25,KEPL3,KEPLER WEBERON      NM,Industrials,Farm & Heavy Construction Machinery,6.4,1108849024.0,8.0,11.589584,1.3900956,0.77050114,5.806,0.18312,0.06764,0.09712,0.22678,0.12785,8.64,0.5376,42.798,0.8,0.55222,0.046,1051592
2026-08-27,KEPL3,KEPLER WEBERON      NM,Industrials,Farm & Heavy Construction Machinery,6.52,1129639808.0,8.049382,11.806889,1.4161599,0.78494793,6.07,0.18312,0.06764,0.09712,0.22678,0.12785,8.43,0.5376,42.798,0.81,0.55222,0.046,1062151
2026-08-24,KLBN11,KLABIN S/A  UNT     N2,Basic Materials,Paper & Paper Products,18.68,132741226496.0,28.260212,10.811625,2.4231417,6.416203,8.377,0.036510002,0.0209,0.00855,0.24924,0.32214,8.85,,229.751,0.661,1.72777,0.015,4894743
2026-08-25,KLBN11,KLABIN S/A  UNT     N2,Basic Materials,Paper & Paper Products,18.74,133167587328.0,28.350983,10.846351,2.430925,6.4368114,8.412,0.036510002,0.0209,0.00855,0.24924,0.32214,8.76,,229.751,0.661,1.72777,0.015,4937403
2026-08-27,KLBN11,KLABIN S/A  UNT     N2,Basic Materials,Paper & Paper Products,18.71,132954398720.0,28.305595,10.828987,2.4270332,6.426507,8.418,0.036510002,0.0209,0.00855,0.24924,0.32214,8.73,,229.751,0.661,1.72777,0.015,4962884
2026-08-24,LAVV3,LAVVI       ON      NM,Real Estate,Real Estate Services,9.81,1917211136.0,5.302703,2.800193,1.3221024,1.057358,7.565,0.23990999,0.04851,0.19914,0.33303002,0.19752,19.62,0.97730005,85.879,1.85,3.50333,0.432,522273
2026-08-25,LAVV3,LAVVI       ON      NM,Real Estate,Real Estate Services,10.36,2024699776.0,5.6,2.9571865,1.3962264,1.116639,7.604,0.23990999,0.04851,0.19914,0.33303002,0.19752,19.48,0.97730005,85.879,1.85,3.50333,0.432,519706
2026-08-27,LAVV3,LAVVI       ON      NM,Real Estate,Real Estate Services,10.25,2003202048.0,5.5405407,2.9257877,1.3814017,1.1047828,7.844,0.23990999,0.04851,0.19914,0.33303002,0.19752,18.45,0.97730005,85.879,1.85,3.50333,0.432,519364
2026-08-24,LEVE3,METAL LEVE  ON      NM,Consumer Cyclical,Auto Parts,32.44,4396884992.0,6.311284,6.3659267,4.10477,0.82039917,5.723,0.81636,0.14140001,0.13005,0.27292,0.18014,8.85,0.5545,170.212,5.14,5.09588,0.324,232618
2026-08-25,LEVE3,METAL LEVE  ON      NM,Consumer Cyclical,Auto Parts,32.98,4470076416.0,6.4163423,6.4718947,4.173099,0.83405566,5.754,0.81636,0.14140001,0.13005,0.27292,0.18014,8.79,0.5545,170.212,5.14,5.09588,0.324,233193
2026-08-27,LEVE3,METAL LEVE  ON      NM,Consumer Cyclical,Auto Parts,32.35,4384686592.0,6.293774,6.348265,4.5473714,0.8181231,5.742,0.81636,0.14140001,0.13005,0.27292,0.18014,8.65,0.5545,170.212,5.14,5.09588,0.324,228147
2026-08-24,LJQQ3,"QUERO,QUERO ON      NM",Consumer Cyclical,Specialty Retail,1.1,227608992.0,,15.714286,0.56208485,0.07924696,38.906,-0.50551,-8.0000005e-05,-0.06883,0.31134,0.01722,,0.0,790.436,-0.96,0.07,0.345,2476000
2026-08-25,LJQQ3,"QUERO,QUERO ON      NM",Consumer Cyclical,Specialty Retail,1.22,252439072.0,,17.428572,0.6234032,0.087892085,39.157,-0.50551,-8.0000005e-05,-0.06883,0.31134,0.01722,,0.0,790.436,-0.96,0.07,0.345,2433906
2026-08-27,LJQQ3,"QUERO,QUERO ON      NM",Consumer Cyclical,Specialty Retail,1.22,252439072.0,,17.428572,0.6234032,0.087892085,39.659,-0.50551,-8.0000005e-05,-0.06883,0.31134,0.01722,,0.0,790.436,-0.96,0.07,0.345,2443893
2026-08-24,LOGG3,LOG COM PROPON  ED  NM,Real Estate,Real Estate Services,23.5,2054586624.0,5.503513,3.8162792,0.58383644,7.5107718,244.811,0.10479999,0.001,1.36743,0.96607,0.06107,28.15,1.627,64.106,4.27,6.15783,0.399,631543
2026-08-25,LOGG3,LOG COM PROPON  ED  NM,Real Estate,Real Estate Services,23.9,2089558272.0,5.5971894,3.8812373,0.5937741,7.6386147,245.649,0.10479999,0.001,1.36743,0.96607,0.06107,27.96,1.627,64.106,4.27,6.15783,0.399,628896
2026-08-27,LOGG3,LOG COM PROPON  ED  NM,Real Estate,Real Estate Services,23.92,2091306880.0,5.6018734,3.8844852,0.59427094,7.6450067,247.847,0.10479999,0.001,1.36743,0.96607,0.06107,27.49,1.627,64.106,4.27,6.15783,0.399,628520
2026-08-24,LREN3,LOJAS RENNERON      NM,Consumer Cyclical,Department Stores,10.65,10233760768.0,7.1,6.219014,0.9874826,0.640751,5.129,0.14456001,0.062179998,0.09354,0.6199,0.14569001,8.35,0.5996,31.713,1.5,1.71249,0.372,15589742
2026-08-25,LREN3,LOJAS RENNERON      NM,Consumer Cyclical,Department Stores,11.08,10646955008.0,7.1483874,6.470111,1.0273528,0.66662174,4.989,0.14456001,0.062179998,0.09354,0.6199,0.14569001,8.61,0.5996,31.713,1.55,1.71249,0.372,15700611
2026-08-27,LREN3,LOJAS RENNERON      NM,Consumer Cyclical,Department Stores,10.8,10377899008.0,7.2000003,6.3066063,1.0013908,0.64977574,5.051,0.14456001,0.062179998,0.09354,0.6199,0.14569001,8.28,0.5996,31.713,1.5,1.71249,0.372,15912206
2026-08-24,LWSA3,LWSA        ON  ED  NM,Technology,Software - Infrastructure,4.14,2322909440.0,,11.11887,0.9232827,1.5415685,-10.737,-0.07797,-0.03983,-0.13288,0.47792,-0.12314,1.05,1.1373,3.019,-0.37,0.37234,,3459756
2026-08-25,LWSA3,LWSA        ON  ED  NM,Technology,Software - Infrastructure,4.22,2367796736.0,,11.333727,0.9411239,1.5713574,-10.974,-0.07797,-0.03983,-0.13288,0.47792,-0.12314,1.03,1.1373,3.019,-0.37,0.37234,,3486526
2026-08-27,LWSA3,LWSA        ON  ED  NM,Technology,Software - Infrastructure,4.17,2339742464.0,,11.199442,0.9299732,1.5527395,-11.211,-0.07797,-0.03983,-0.13288,0.47792,-0.12314,1.01,1.1373,3.019,-0.37,0.37234,,3412775
2026-08-24,MBRF3,MARFRIG     ON      NM,Consumer Defensive,Packaged Foods,18.46,25722507264.0,65.928566,26.724573,2.2644746,0.15509135,7.615,0.00906,0.02676,0.0022,0.122480005,0.06384,28.89,9.9522,539.118,0.28,0.69075,0.016,7159875
2026-08-25,MBRF3,MARFRIG     ON      NM,Consumer Defensive,Packaged Foods,18.31,25513494528.0,65.39285,26.507418,2.2460744,0.15383112,7.474,0.00906,0.02676,0.0022,0.122480005,0.06384,30.58,9.9522,539.118,0.28,0.69075,0.016,7194521
2026-08-27,MBRF3,MARFRIG     ON      NM,Consumer Defensive,Packaged Foods,18.56,25861849088.0,66.28571,26.869345,2.2767417,0.15593149,7.455,0.00906,0.02676,0.0022,0.122480005,0.06384,30.83,9.9522,539.118,0.28,0.69075,0.016,7194309
2026-08-24,MDIA3,M.DIASBRANCOON      NM,Consumer Defensive,Packaged Foods,17.2,5771838976.0,8.958334,7.382545,0.70024025,0.5538212,5.271,0.07809,0.03481,0.06229,0.28178,0.09968001,2.08,0.1877,20.93,1.92,2.32982,,590098
2026-08-25,MDIA3,M.DIASBRANCOON  ED  NM,Consumer Defensive,Packaged Foods,17.31,5808751616.0,9.015625,7.4297585,0.7047185,0.5573631,5.239,0.07809,0.03481,0.06229,0.28178,0.09968001,2.09,0.1877,20.93,1.92,2.32982,,594065
2026-08-27,MDIA3,M.DIASBRANCOON  ED  NM,Consumer Defensive,Packaged Foods,17.35,5822174720.0,9.036459,7.4469275,0.706347,0.55865103,5.288,0.07809,0.03481,0.06229,0.28178,0.09968001,2.08,0.1877,20.93,1.92,2.32982,,599469
2026-08-24,MDNE3,MOURA DUBEUXON      NM,Real Estate,Real Estate Services,23.57,2437477120.0,3.9814188,3.688576,1.1498684,0.9331885,4.941,0.28023002,0.06396,0.21434,0.37754002,0.23096001,20.13,0.7995,47.778,5.92,6.39,0.336,1145785
2026-08-25,MDNE3,MOURA DUBEUXON      NM,Real Estate,Real Estate Services,24.54,2537789184.0,4.1452703,3.840376,1.19719,0.97159296,4.951,0.28023002,0.06396,0.21434,0.37754002,0.23096001,20.08,0.7995,47.778,5.92,6.39,0.336,1140450
2026-08-27,MDNE3,MOURA DUBEUXON      NM,Real Estate,Real Estate Services,24.6,2543994112.0,4.1554055,3.8497653,1.2001171,0.97396857,5.118,0.28023002,0.06396,0.21434,0.37754002,0.23096001,19.28,0.7995,47.778,5.92,6.39,0.336,1141282
2026-08-24,MGLU3,MAGAZ LUIZA ON      NM,Consumer Cyclical,Specialty Retail,4.16,3226738944.0,37.81818,5.1354218,0.28896916,0.08428384,6.897,0.00796,0.01898,0.0023100001,0.29884002,0.03778,0.63,0.22760001,76.228,0.11,0.81006,0.814,21626679
2026-08-25,MGLU3,MAGAZ LUIZA ON      NM,Consumer Cyclical,Specialty Retail,4.54,3521489152.0,41.272728,5.6045227,0.31536537,0.09198285,6.897,0.00796,0.01898,0.0023100001,0.29884002,0.03778,0.63,0.22760001,76.228,0.11,0.81006,0.814,21777421
2026-08-27,MGLU3,MAGAZ LUIZA ON      NM,Consumer Cyclical,Specialty Retail,4.71,3653351168.0,42.818184,5.814384,0.32717422,0.09542714,7.192,0.00796,0.01898,0.0023100001,0.29884002,0.03778,0.57,0.22760001,76.228,0.11,0.81006,0.814,22214596
2026-08-24,MILS3,MILLS       ON      NM,Industrials,Rental & Leasing Services,15.75,3588365568.0,8.37766,8.41535,1.9026335,1.8799518,5.011,0.26255,0.111219995,0.23526,0.60752,0.50076,7.66,0.6046,98.586,1.88,1.87158,0.012,1047200
2026-08-25,MILS3,MILLS       ON      NM,Industrials,Rental & Leasing Services,15.75,3588365568.0,8.37766,8.41535,1.9026335,1.8799518,5.034,0.26255,0.111219995,0.23526,0.60752,0.50076,7.61,0.6046,98.586,1.88,1.87158,0.012,977885
2026-08-27,MILS3,MILLS       ON      NM,Industrials,Rental & Leasing Services,15.67,3570138880.0,8.335107,8.372605,1.8929694,1.8704028,5.015,0.26255,0.111219995,0.23526,0.60752,0.50076,7.61,0.6046,98.586,1.88,1.87158,0.012,926606
2026-08-24,MOTV3,MOTIVA SA   ON      NM,Industrials,Infrastructure Operations,14.47,29083822080.0,8.613095,9.586273,1.6391028,1.445328,6.92,0.21971,0.06622,0.1927,0.55441004,0.45353,1.43,0.23040001,244.76,1.68,1.50945,0.287,8599668
2026-08-25,MOTV3,MOTIVA SA   ON      NM,Industrials,Infrastructure Operations,15.12,30390282240.0,9.0,10.016893,1.7127322,1.510253,6.913,0.21971,0.06622,0.1927,0.55441004,0.45353,1.44,0.23040001,244.76,1.68,1.50945,0.287,8697722
2026-08-27,MOTV3,MOTIVA SA   ON      NM,Industrials,Infrastructure Operations,15.1,30350084096.0,8.988095,10.003644,1.7104667,1.5082552,7.056,0.21971,0.06622,0.1927,0.55441004,0.45353,1.38,0.23040001,244.76,1.68,1.50945,0.287,9002551
2026-08-24,MOVI3,MOVIDA      ON      NM,Industrials,Rental & Leasing Services,7.03,2819285248.0,5.8099174,3.1838624,0.722582,0.18831275,4.132,0.13204001,0.06777,0.028889999,0.34967998,0.39551,12.74,0.6067,642.732,1.21,2.20801,0.316,4761905
2026-08-25,MOVI3,MOVIDA      ON      NM,Industrials,Rental & Leasing Services,7.42,2975689216.0,6.132231,3.3604922,0.7626683,0.19875968,4.126,0.13204001,0.06777,0.028889999,0.34967998,0.39551,12.91,0.6067,642.732,1.21,2.20801,0.316,4734664
2026-08-27,MOVI3,MOVIDA      ON      NM,Industrials,Rental & Leasing Services,7.19,2883450880.0,5.9421487,3.256326,0.7390276,0.19259866,4.137,0.13204001,0.06777,0.028889999,0.34967998,0.39551,12.23,0.6067,642.732,1.21,2.20801,0.316,4631071
2026-08-24,MRVE3,MRV         ON      NM,Real Estate,Real Estate - Development,5.16,2904225536.0,,2.8880544,0.6343742,0.24843843,4.986,-0.100389995,0.03749,-0.04926,0.29694,0.15277,,0.0,168.529,-1.02,1.78667,0.507,10251618
2026-08-25,MRVE3,MRV         ON      NM,Real Estate,Real Estate - Development,5.46,3073075968.0,,3.0559645,0.6712565,0.26288253,5.008,-0.100389995,0.03749,-0.04926,0.29694,0.15277,,0.0,168.529,-1.02,1.78667,0.507,10361287
2026-08-27,MRVE3,MRV         ON      NM,Real Estate,Real Estate - Development,5.51,3101217792.0,,3.0839496,0.6774035,0.2652899,5.102,-0.100389995,0.03749,-0.04926,0.29694,0.15277,,0.0,168.529,-1.02,1.78667,0.507,10503768
2026-08-24,MULT3,MULTIPLAN   ON      N2,Real Estate,Real Estate Services,26.94,13228795904.0,9.6214285,10.176483,1.9581335,4.143036,7.737,0.21899,0.10887,0.43416,0.81061995,0.73649,4.25,0.4013,75.295,2.8,2.64728,0.129,3321154
2026-08-25,MULT3,MULTIPLAN   ON      N2,Real Estate,Real Estate Services,27.52,13513602048.0,9.828571,10.3955765,2.0002906,4.232232,7.754,0.21899,0.10887,0.43416,0.81061995,0.73649,4.23,0.4013,75.295,2.8,2.64728,0.129,3339585
2026-08-27,MULT3,MULTIPLAN   ON      N2,Real Estate,Real Estate Services,27.42,13464497152.0,9.792857,10.357801,1.9930222,4.2168536,7.854,0.21899,0.10887,0.43416,0.81061995,0.73649,4.14,0.4013,75.295,2.8,2.64728,0.129,3353257
2026-08-24,MYPK3,"IOCHP,MAXIONON      NM",Consumer Cyclical,Auto Parts,9.19,1376384128.0,15.065573,3.9592612,0.33605146,0.09090251,4.348,0.049039997,0.03749,0.00604,0.11885,0.08886,9.8,0.503,123.096,0.61,2.32114,0.204,846273
2026-08-25,MYPK3,"IOCHP,MAXIONON      NM",Consumer Cyclical,Auto Parts,9.21,1379379584.0,15.349999,3.9678779,0.33678284,0.09110034,4.359,0.049039997,0.03749,0.00604,0.11885,0.08886,9.69,0.503,123.096,0.6,2.32114,0.204,850969
2026-08-27,MYPK3,"IOCHP,MAXIONON      NM",Consumer Cyclical,Auto Parts,9.1,1362904960.0,14.918033,3.9204874,0.33276045,0.09001228,4.361,0.049039997,0.03749,0.00604,0.11885,0.08886,9.67,0.503,123.096,0.61,2.32114,0.204,851015
2026-08-24,NATU3,NATURA      ON      NM,Consumer Defensive,Household & Personal Products,8.25,11329735680.0,,8.62736,0.9008517,0.5317994,9.196,-0.02478,0.02548,-0.1247,0.65753996,0.08019,,0.0,53.698,-0.37,0.95626,0.513,10346901
2026-08-25,NATU3,NATURA      ON      NM,Consumer Defensive,Household & Personal Products,8.76,12030118912.0,,9.160688,0.95654076,0.5646742,9.212,-0.02478,0.02548,-0.1247,0.65753996,0.08019,,0.0,53.698,-0.37,0.95626,0.513,10422550
2026-08-27,NATU3,NATURA      ON      NM,Consumer Defensive,Household & Personal Products,8.94,12277312512.0,,9.348921,0.97619563,0.5762771,9.767,-0.02478,0.02548,-0.1247,0.65753996,0.08019,,0.0,53.698,-0.37,0.95626,0.513,10432345
2026-08-24,ORVR3,ORIZON      ON      NM,Industrials,Waste Management,16.03,8805221376.0,94.29412,14.2689295,1.0554385,5.8730016,11.91,0.023599999,0.02859,0.03352,0.39066002,0.31939,,0.0,73.932,0.17,1.12342,,2727687
2026-08-25,ORVR3,ORIZON      ON      NM,Industrials,Waste Management,16.43,9024940032.0,96.64706,14.624985,1.0817751,6.019552,11.941,0.023599999,0.02859,0.03352,0.39066002,0.31939,,0.0,73.932,0.17,1.12342,,2739954
2026-08-27,ORVR3,ORIZON      ON      NM,Industrials,Waste Management,16.42,9019446272.0,96.588234,14.616083,1.0811167,6.0158877,12.096,0.023599999,0.02859,0.03352,0.39066002,0.31939,,0.0,73.932,0.17,1.12342,,2762506
2026-08-24,PETR3,PETROBRAS   ON      N2,Energy,Oil & Gas Integrated,46.94,604997091328.0,4.566148,3.1735513,1.2579054,1.103017,3.907,0.30274,0.10073,0.24317,0.50595003,0.4431,8.79,0.2872,76.067,10.28,14.791,-0.218,10131860
2026-08-25,PETR3,PETROBRAS   ON  EDJ N2,Energy,Oil & Gas Integrated,45.98,592623894528.0,4.5211406,3.108647,1.2321792,1.0804584,3.78,0.30274,0.10073,0.24317,0.50595003,0.4431,9.24,0.2872,76.067,10.17,14.791,-0.218,10187576
2026-08-27,PETR3,PETROBRAS   ON  EDJ N2,Energy,Oil & Gas Integrated,45.93,591979479040.0,4.498531,3.1052666,1.2308393,1.0792836,3.726,0.30274,0.10073,0.24317,0.50595003,0.4431,9.43,0.2872,76.067,10.21,14.791,-0.218,10218567
2026-08-24,PETR4,PETROBRAS   PN      N2,Energy,Oil & Gas Integrated,42.11,575369379840.0,4.092323,4.2625775,1.1284703,1.0490004,3.64,0.30274,0.10073,0.24317,0.50595003,0.4431,9.79,0.2872,76.067,10.29,9.879,-0.218,39020825
2026-08-25,PETR4,PETROBRAS   PN  EDJ N2,Energy,Oil & Gas Integrated,41.35,564985135104.0,4.06588,4.185646,1.1081036,1.030068,3.524,0.30274,0.10073,0.24317,0.50595003,0.4431,10.3,0.2872,76.067,10.17,9.879,-0.218,39376787
2026-08-27,PETR4,PETROBRAS   PN  EDJ N2,Energy,Oil & Gas Integrated,41.45,566351495168.0,4.0597453,4.195769,1.1107836,1.0325592,3.489,0.30274,0.10073,0.24317,0.50595003,0.4431,10.49,0.2872,76.067,10.21,9.879,-0.218,40156167
2026-08-24,PGMN3,PAGUE MENOS ON      NM,Healthcare,Pharmaceutical Retailers,3.32,2386631424.0,6.64,4.867393,0.6986532,0.15262257,6.185,0.10585,0.06262,0.021,0.32297,0.060089998,15.06,0.5116,101.786,0.5,0.68209,0.016,4772706
2026-08-25,PGMN3,PAGUE MENOS ON      NM,Healthcare,Pharmaceutical Retailers,3.51,2523215872.0,7.02,5.1459484,0.7395702,0.161357,6.146,0.10585,0.06262,0.021,0.32297,0.060089998,15.28,0.5116,101.786,0.5,0.68209,0.016,4752032
2026-08-27,PGMN3,PAGUE MENOS ON      NM,Healthcare,Pharmaceutical Retailers,3.45,2480083968.0,6.9,5.057984,0.726928,0.15859875,6.292,0.10585,0.06262,0.021,0.32297,0.060089998,14.46,0.5116,101.786,0.5,0.68209,0.016,4791156
2026-08-24,PINE4,PINE        PN      N2,Financial Services,Banks - Regional,10.52,2654166272.0,4.3292184,3.404531,1.4850367,1.7399462,,0.40772,0.01867,0.3951,0.0,0.0,10.43,0.2313,,2.43,3.09,0.467,1151534
2026-08-25,PINE4,PINE        PN      N2,Financial Services,Banks - Regional,10.9,2750038784.0,4.4855967,3.527508,1.5386786,1.8027958,,0.40772,0.01867,0.3951,0.0,0.0,10.32,0.2313,,2.43,3.09,0.467,1147959
2026-08-27,PINE4,PINE        PN      N2,Financial Services,Banks - Regional,10.71,2702102528.0,4.4074073,3.4660196,1.5118577,1.771371,,0.40772,0.01867,0.3951,0.0,0.0,9.96,0.2313,,2.43,3.09,0.467,1144390
2026-08-24,PLPL3,PLANOEPLANO ON      NM,Real Estate,Real Estate - Development,6.8,1380738560.0,4.4736843,2.676017,1.3484037,0.3897399,2.895,0.31768,0.07779,0.08618,0.28561002,0.13503,21.72,0.325,62.443,1.52,2.54109,,2462454
2026-08-25,PLPL3,PLANOEPLANO ON      NM,Real Estate,Real Estate - Development,7.45,1512720768.0,4.9013157,2.9318125,1.4772952,0.4269944,4.325,0.31768,0.07784,0.08618,0.28561002,0.13464,22.04,0.325,119.763,1.52,2.54109,0.138,2463574
2026-08-27,PLPL3,PLANOEPLANO ON      NM,Real Estate,Real Estate - Development,7.12,1445714432.0,4.6842103,2.801947,1.411858,0.40808058,4.462,0.31768,0.07784,0.08618,0.28561002,0.13464,20.12,0.325,119.763,1.52,2.54109,0.138,2429512
2026-08-24,PNVL3,DIMED       ON      NM,Healthcare,Drug Manufacturers - General,11.5,1717819776.0,12.6373625,7.867552,1.2627648,0.29123017,10.647,0.10791001,0.049790002,0.023340002,0.33039,0.045029998,3.26,0.4129,106.585,0.91,1.4617,0.311,791465
2026-08-25,PNVL3,DIMED       ON      NM,Healthcare,Drug Manufacturers - General,12.18,1819395200.0,13.384615,8.332764,1.3374327,0.30845076,10.641,0.10791001,0.049790002,0.023340002,0.33039,0.045029998,3.27,0.4129,106.585,0.91,1.4617,0.311,789209
2026-08-27,PNVL3,DIMED       ON      NM,Healthcare,Drug Manufacturers - General,12.09,1805951360.0,13.285714,8.271192,1.3275502,0.30617157,10.973,0.10791001,0.049790002,0.023340002,0.33039,0.045029998,3.09,0.4129,106.585,0.91,1.4617,0.311,786282
2026-08-24,POMO3,MARCOPOLO   ON      N2,Industrials,Farm & Heavy Construction Machinery,4.16,5164225024.0,4.3333335,,1.2713935,0.5672765,4.872,0.2832,0.08765,0.13189,0.24496001,0.16073999,25.7,0.9789,80.724,0.96,,0.143,1313018
2026-08-25,POMO3,MARCOPOLO   ON      N2,Industrials,Farm & Heavy Construction Machinery,4.19,5201467392.0,4.3645835,,1.2805623,0.5713675,4.855,0.2832,0.08765,0.13189,0.24496001,0.16073999,25.82,0.9789,80.724,0.96,,0.143,1331710
2026-08-27,POMO3,MARCOPOLO   ON      N2,Industrials,Farm & Heavy Construction Machinery,4.11,5102155264.0,4.28125,,1.2031617,0.5604583,4.88,0.2832,0.08765,0.13189,0.24496001,0.16073999,25.63,0.9789,80.724,0.96,,0.143,1384068
2026-08-24,POMO4,MARCOPOLO   PN      N2,Industrials,Farm & Heavy Construction Machinery,4.44,5511817728.0,4.625,4.54206,1.2997658,0.6054586,5.118,0.2832,0.08765,0.13189,0.24496001,0.16073999,24.03,0.9789,80.724,0.96,0.97753,0.143,10060681
2026-08-25,POMO4,MARCOPOLO   PN      N2,Industrials,Farm & Heavy Construction Machinery,4.51,5598715904.0,4.697917,4.6136694,1.3202577,0.6150042,5.092,0.2832,0.08765,0.13189,0.24496001,0.16073999,24.19,0.9789,80.724,0.96,0.97753,0.143,10276076
2026-08-27,POMO4,MARCOPOLO   PN      N2,Industrials,Farm & Heavy Construction Machinery,4.41,5474575360.0,4.59375,4.51137,1.2909836,0.60136765,5.152,0.2832,0.08765,0.13189,0.24496001,0.16073999,23.82,0.9789,80.724,0.96,0.97753,0.143,10311214
